Actual Arrival Date,Actual Arrival Date (Day),Actual Arrival Date (Hour),Actual Arrival Date (Minute),Actual Arrival Date (Month),Actual Arrival Date (Quarter),Actual Arrival Date (Second),Actual Arrival Date (Week),Actual Arrival Date (Year),Actual Arrival Date (Epoch days),Actual Arrival Date (Epoch seconds),Communicating With(Provider ID and Customer ID),Customer ID,Order Stage,Order Type,Ordered Date,Ordered Date (Day),Ordered Date (Hour),Ordered Date (Minute),Ordered Date (Month),Ordered Date (Quarter),Ordered Date (Second),Ordered Date (Week),Ordered Date (Year),Ordered Date (Epoch days),Ordered Date (Epoch seconds),Ordered ID,Ordered Quantity,Product IDs,Product Name,Promised Arrival Date,Promised Arrival Date (Day),Promised Arrival Date (Hour),Promised Arrival Date (Minute),Promised Arrival Date (Month),Promised Arrival Date (Quarter),Promised Arrival Date (Second),Promised Arrival Date (Week),Promised Arrival Date (Year),Promised Arrival Date (Epoch days),Promised Arrival Date (Epoch seconds),Warehouse IDs
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Packaged,Delivery,3/29/2018,29,00,00,03,1,00,13,2018,17619,1522281600,ORD1088,500,PRO1088,Shark,3/31/2018,31,00,00,03,1,00,13,2018,17621,1522454400,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Shipped,Delivery,3/30/2018,30,00,00,03,1,00,13,2018,17620,1522368000,ORD1089,300,PRO1089,Squid,1/4/2018,04,00,00,01,1,00,01,2018,17535,1515024000,WWE1001
3/4/2018,04,00,00,03,1,00,09,2018,17594,1520121600,PROVIDER1022,SERVICEPROVIDER1019,Item Delivered,Delivery,3/31/2018,31,00,00,03,1,00,13,2018,17621,1522454400,ORD1090,400,PRO1090,Crab,2/4/2018,04,00,00,02,1,00,05,2018,17566,1517702400,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Ordered,Delivery,1/4/2018,04,00,00,01,1,00,01,2018,17535,1515024000,ORD1091,500,PRO1091,Chardonnay,3/4/2018,04,00,00,03,1,00,09,2018,17594,1520121600,WWE1001
5/4/2018,04,00,00,05,2,00,18,2018,17655,1525392000,PROVIDER1022,SERVICEPROVIDER1019,Order Received,Delivery,2/4/2018,04,00,00,02,1,00,05,2018,17566,1517702400,ORD1092,300,PRO1092,Shrimps,4/4/2018,04,00,00,04,2,00,14,2018,17625,1522800000,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Picked,Delivery,3/4/2018,04,00,00,03,1,00,09,2018,17594,1520121600,ORD1093,400,PRO1093,Riesling,5/4/2018,04,00,00,05,2,00,18,2018,17655,1525392000,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Packaged,Delivery,4/4/2018,04,00,00,04,2,00,14,2018,17625,1522800000,ORD1094,500,PRO1094,Langoustine,6/4/2018,04,00,00,06,2,00,23,2018,17686,1528070400,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Shipped,Delivery,5/4/2018,04,00,00,05,2,00,18,2018,17655,1525392000,ORD1095,500,PRO1095,Pinot Grigio,7/4/2018,04,00,00,07,3,00,27,2018,17716,1530662400,WWE1001
9/4/2018,04,00,00,09,3,00,36,2018,17778,1536019200,PROVIDER1022,SERVICEPROVIDER1019,Item Delivered,Delivery,6/4/2018,04,00,00,06,2,00,23,2018,17686,1528070400,ORD1096,500,PRO1096,Lobster,8/4/2018,04,00,00,08,3,00,31,2018,17747,1533340800,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Ordered,Delivery,7/4/2018,04,00,00,07,3,00,27,2018,17716,1530662400,ORD1097,400,PRO1097,Sauvignon Blanc,9/4/2018,04,00,00,09,3,00,36,2018,17778,1536019200,WWE1001
11/4/2018,04,00,00,11,4,00,44,2018,17839,1541289600,PROVIDER1022,SERVICEPROVIDER1019,Order Received,Delivery,8/4/2018,04,00,00,08,3,00,31,2018,17747,1533340800,ORD1098,300,PRO1098,Prawn,10/4/2018,04,00,00,10,4,00,40,2018,17808,1538611200,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Picked,Delivery,9/4/2018,04,00,00,09,3,00,36,2018,17778,1536019200,ORD1099,400,PRO1099,Cabernet Sauvignon,11/4/2018,04,00,00,11,4,00,44,2018,17839,1541289600,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Packaged,Delivery,10/4/2018,04,00,00,10,4,00,40,2018,17808,1538611200,ORD1100,300,PRO1100,Crayfish,12/4/2018,04,00,00,12,4,00,49,2018,17869,1543881600,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Shipped,Delivery,11/4/2018,04,00,00,11,4,00,44,2018,17839,1541289600,ORD1101,300,PRO1101,Pinot Noir,4/13/2018,13,00,00,04,2,00,15,2018,17634,1523577600,WWE1001
4/15/2018,15,00,00,04,2,00,15,2018,17636,1523750400,PROVIDER1022,SERVICEPROVIDER1019,Item Delivered,Delivery,12/4/2018,04,00,00,12,4,00,49,2018,17869,1543881600,ORD1102,400,PRO1102,Krill,4/14/2018,14,00,00,04,2,00,15,2018,17635,1523664000,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Ordered,Delivery,4/13/2018,13,00,00,04,2,00,15,2018,17634,1523577600,ORD1103,500,PRO1103,Syrah,4/15/2018,15,00,00,04,2,00,15,2018,17636,1523750400,WWE1001
4/17/2018,17,00,00,04,2,00,16,2018,17638,1523923200,PROVIDER1022,SERVICEPROVIDER1019,Order Received,Delivery,4/14/2018,14,00,00,04,2,00,15,2018,17635,1523664000,ORD1104,400,PRO1104,Barnacles,4/16/2018,16,00,00,04,2,00,16,2018,17637,1523836800,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Picked,Delivery,4/15/2018,15,00,00,04,2,00,15,2018,17636,1523750400,ORD1105,300,PRO1105,Land snails,4/17/2018,17,00,00,04,2,00,16,2018,17638,1523923200,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Packaged,Delivery,4/16/2018,16,00,00,04,2,00,16,2018,17637,1523836800,ORD1106,300,PRO1106,Malbec,4/18/2018,18,00,00,04,2,00,16,2018,17639,1524009600,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Shipped,Delivery,4/17/2018,17,00,00,04,2,00,16,2018,17638,1523923200,ORD1107,400,PRO1107,Whelks,4/19/2018,19,00,00,04,2,00,16,2018,17640,1524096000,WWE1001
4/21/2018,21,00,00,04,2,00,16,2018,17642,1524268800,PROVIDER1022,SERVICEPROVIDER1019,Item Delivered,Delivery,4/18/2018,18,00,00,04,2,00,16,2018,17639,1524009600,ORD1108,500,PRO1108,Merlot,4/20/2018,20,00,00,04,2,00,16,2018,17641,1524182400,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Ordered,Delivery,4/19/2018,19,00,00,04,2,00,16,2018,17640,1524096000,ORD1109,400,PRO1109,Cappuccino,4/21/2018,21,00,00,04,2,00,16,2018,17642,1524268800,WWE1001
4/22/2018,22,00,00,04,2,00,16,2018,17643,1524355200,PROVIDER1022,SERVICEPROVIDER1019,Order Received,Delivery,4/20/2018,20,00,00,04,2,00,16,2018,17641,1524182400,ORD1110,500,PRO1110,Espresso,4/22/2018,22,00,00,04,2,00,16,2018,17643,1524355200,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Picked,Delivery,4/21/2018,21,00,00,04,2,00,16,2018,17642,1524268800,ORD1111,300,PRO1111,Flat White,4/23/2018,23,00,00,04,2,00,17,2018,17644,1524441600,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Packaged,Delivery,4/22/2018,22,00,00,04,2,00,16,2018,17643,1524355200,ORD1112,400,PRO1112,Long Black,4/24/2018,24,00,00,04,2,00,17,2018,17645,1524528000,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Shipped,Delivery,4/23/2018,23,00,00,04,2,00,17,2018,17644,1524441600,ORD1113,300,PRO1113,Macchiato,4/25/2018,25,00,00,04,2,00,17,2018,17646,1524614400,WWE1001
4/26/2018,26,00,00,04,2,00,17,2018,17647,1524700800,PROVIDER1022,SERVICEPROVIDER1019,Item Delivered,Delivery,4/24/2018,24,00,00,04,2,00,17,2018,17645,1524528000,ORD1114,300,PRO1114,Mochaccino,4/26/2018,26,00,00,04,2,00,17,2018,17647,1524700800,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Ordered,Delivery,4/25/2018,25,00,00,04,2,00,17,2018,17646,1524614400,ORD1115,300,PRO1115,Irish�Coffee,4/27/2018,27,00,00,04,2,00,17,2018,17648,1524787200,WWE1001
4/28/2018,28,00,00,04,2,00,17,2018,17649,1524873600,PROVIDER1021,SERVICEPROVIDER1019,Order Received,Delivery,4/26/2018,26,00,00,04,2,00,17,2018,17647,1524700800,ORD1116,300,PRO1116,raspberries,4/28/2018,28,00,00,04,2,00,17,2018,17649,1524873600,WWE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1019,Order Picked,Delivery,4/27/2018,27,00,00,04,2,00,17,2018,17648,1524787200,ORD1117,300,PRO1117,Blueberries,4/29/2018,29,00,00,04,2,00,17,2018,17650,1524960000,WWE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1019,Order Packaged,Delivery,4/28/2018,28,00,00,04,2,00,17,2018,17649,1524873600,ORD1118,300,PRO1118,�Kiwifruit,4/30/2018,30,00,00,04,2,00,18,2018,17651,1525046400,WWE1001
"",,,,,,,,,0,0,PROVIDER1021,SERVICEPROVIDER1019,Order Shipped,Delivery,4/29/2018,29,00,00,04,2,00,17,2018,17650,1524960000,ORD1119,300,PRO1119,�Passionfruit,1/5/2018,05,00,00,01,1,00,01,2018,17536,1515110400,WWE1001
2/5/2018,05,00,00,02,1,00,06,2018,17567,1517788800,PROVIDER1021,SERVICEPROVIDER1019,Item Delivered,Delivery,4/30/2018,30,00,00,04,2,00,18,2018,17651,1525046400,ORD1120,300,PRO1120,�Rockmelons�,2/5/2018,05,00,00,02,1,00,06,2018,17567,1517788800,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Ordered,Delivery,1/5/2018,05,00,00,01,1,00,01,2018,17536,1515110400,ORD1121,300,PRO1121,Honeydew Melons,3/5/2018,05,00,00,03,1,00,10,2018,17595,1520208000,WWE1001
4/5/2018,05,00,00,04,2,00,14,2018,17626,1522886400,PROVIDER1021,SERVICEPROVIDER1019,Order Received,Delivery,2/5/2018,05,00,00,02,1,00,06,2018,17567,1517788800,ORD1122,300,PRO1122,�Plums,4/5/2018,05,00,00,04,2,00,14,2018,17626,1522886400,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Picked,Delivery,3/5/2018,05,00,00,03,1,00,10,2018,17595,1520208000,ORD1123,300,PRO1123,mandarins,5/5/2018,05,00,00,05,2,00,18,2018,17656,1525478400,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Packaged,Delivery,4/5/2018,05,00,00,04,2,00,14,2018,17626,1522886400,ORD1124,300,PRO1124,Bacon,6/5/2018,05,00,00,06,2,00,23,2018,17687,1528156800,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Shipped,Delivery,5/5/2018,05,00,00,05,2,00,18,2018,17656,1525478400,ORD1125,300,PRO1125,Sausage,7/5/2018,05,00,00,07,3,00,27,2018,17717,1530748800,WWE1001
8/5/2018,05,00,00,08,3,00,31,2018,17748,1533427200,PROVIDER1022,SERVICEPROVIDER1019,Item Delivered,Delivery,6/5/2018,05,00,00,06,2,00,23,2018,17687,1528156800,ORD1126,0,PRO1126,Ham,8/5/2018,05,00,00,08,3,00,31,2018,17748,1533427200,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Ordered,Delivery,7/5/2018,05,00,00,07,3,00,27,2018,17717,1530748800,ORD1127,0,PRO1127,Pepperoni,9/5/2018,05,00,00,09,3,00,36,2018,17779,1536105600,WWE1001
10/5/2018,05,00,00,10,4,00,40,2018,17809,1538697600,PROVIDER1022,SERVICEPROVIDER1019,Order Received,Delivery,8/5/2018,05,00,00,08,3,00,31,2018,17748,1533427200,ORD1128,0,PRO1128,Salami�,10/5/2018,05,00,00,10,4,00,40,2018,17809,1538697600,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Picked,Delivery,9/5/2018,05,00,00,09,3,00,36,2018,17779,1536105600,ORD1129,0,PRO1129,Steak,11/5/2018,05,00,00,11,4,00,45,2018,17840,1541376000,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Packaged,Delivery,10/5/2018,05,00,00,10,4,00,40,2018,17809,1538697600,ORD1130,0,PRO1130,Ribs�,12/5/2018,05,00,00,12,4,00,49,2018,17870,1543968000,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Shipped,Delivery,11/5/2018,05,00,00,11,4,00,45,2018,17840,1541376000,ORD1131,0,PRO1131,Lamb Packaged,5/13/2018,13,00,00,05,2,00,19,2018,17664,1526169600,WWE1001
5/14/2018,14,00,00,05,2,00,20,2018,17665,1526256000,PROVIDER1022,SERVICEPROVIDER1019,Item Delivered,Delivery,12/5/2018,05,00,00,12,4,00,49,2018,17870,1543968000,ORD1132,0,PRO1132,Turkey Packaged,5/14/2018,14,00,00,05,2,00,20,2018,17665,1526256000,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Ordered,Delivery,5/13/2018,13,00,00,05,2,00,19,2018,17664,1526169600,ORD1133,0,PRO1133,Venison Packaged,5/15/2018,15,00,00,05,2,00,20,2018,17666,1526342400,WWE1001
5/16/2018,16,00,00,05,2,00,20,2018,17667,1526428800,PROVIDER1022,SERVICEPROVIDER1019,Order Received,Delivery,5/14/2018,14,00,00,05,2,00,20,2018,17665,1526256000,ORD1134,0,PRO1134,Duck Packaged,5/16/2018,16,00,00,05,2,00,20,2018,17667,1526428800,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Picked,Delivery,5/15/2018,15,00,00,05,2,00,20,2018,17666,1526342400,ORD1135,0,PRO1135,Wild Bear Packaged,5/17/2018,17,00,00,05,2,00,20,2018,17668,1526515200,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Packaged,Delivery,5/16/2018,16,00,00,05,2,00,20,2018,17667,1526428800,ORD1136,0,PRO1136,Bison Packaged,5/18/2018,18,00,00,05,2,00,20,2018,17669,1526601600,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1019,Order Shipped,Delivery,5/17/2018,17,00,00,05,2,00,20,2018,17668,1526515200,ORD1137,0,PRO1137,Goose Packaged,5/19/2018,19,00,00,05,2,00,20,2018,17670,1526688000,WWE1001
5/20/2018,20,00,00,05,2,00,20,2018,17671,1526774400,PROVIDER1022,SERVICEPROVIDER1020,Item Delivered,Delivery,5/18/2018,18,00,00,05,2,00,20,2018,17669,1526601600,ORD1138,0,PRO1138,Rabbit Packaged,5/20/2018,20,00,00,05,2,00,20,2018,17671,1526774400,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1020,Ordered,Delivery,5/19/2018,19,00,00,05,2,00,20,2018,17670,1526688000,ORD1139,0,PRO1139,Pheasant Packaged,5/21/2018,21,00,00,05,2,00,21,2018,17672,1526860800,WWE1001
5/22/2018,22,00,00,05,2,00,21,2018,17673,1526947200,PROVIDER1022,SERVICEPROVIDER1020,Order Received,Delivery,5/20/2018,20,00,00,05,2,00,20,2018,17671,1526774400,ORD1140,0,PRO1140,Brown Ale,5/22/2018,22,00,00,05,2,00,21,2018,17673,1526947200,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1020,Order Picked,Delivery,5/21/2018,21,00,00,05,2,00,21,2018,17672,1526860800,ORD1141,0,PRO1141,Pale Ale,5/23/2018,23,00,00,05,2,00,21,2018,17674,1527033600,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1020,Order Packaged,Delivery,5/22/2018,22,00,00,05,2,00,21,2018,17673,1526947200,ORD1142,0,PRO1142,India Pale Ale (IPA),5/24/2018,24,00,00,05,2,00,21,2018,17675,1527120000,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1020,Order Shipped,Delivery,5/23/2018,23,00,00,05,2,00,21,2018,17674,1527033600,ORD1143,0,PRO1143,Porter,5/25/2018,25,00,00,05,2,00,21,2018,17676,1527206400,WWE1001
5/26/2018,26,00,00,05,2,00,21,2018,17677,1527292800,PROVIDER1022,SERVICEPROVIDER1020,Item Delivered,Delivery,5/24/2018,24,00,00,05,2,00,21,2018,17675,1527120000,ORD1144,0,PRO1144,Stout,5/26/2018,26,00,00,05,2,00,21,2018,17677,1527292800,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1020,Ordered,Delivery,5/25/2018,25,00,00,05,2,00,21,2018,17676,1527206400,ORD1145,0,PRO1145,Belgian Style Beer,5/27/2018,27,00,00,05,2,00,21,2018,17678,1527379200,WWE1001
5/28/2018,28,00,00,05,2,00,22,2018,17679,1527465600,PROVIDER1022,SERVICEPROVIDER1020,Order Received,Delivery,5/26/2018,26,00,00,05,2,00,21,2018,17677,1527292800,ORD1146,0,PRO1146,Wheat Beer,5/28/2018,28,00,00,05,2,00,22,2018,17679,1527465600,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1020,Order Picked,Delivery,5/27/2018,27,00,00,05,2,00,21,2018,17678,1527379200,ORD1147,0,PRO1147,American Sour,5/29/2018,29,00,00,05,2,00,22,2018,17680,1527552000,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1020,Order Packaged,Delivery,5/28/2018,28,00,00,05,2,00,22,2018,17679,1527465600,ORD1148,0,PRO1148,Belgian Fruit Lambic,5/30/2018,30,00,00,05,2,00,22,2018,17681,1527638400,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1020,Order Shipped,Delivery,5/29/2018,29,00,00,05,2,00,22,2018,17680,1527552000,ORD1149,0,PRO1149,Flanders Red Ale,5/31/2018,31,00,00,05,2,00,22,2018,17682,1527724800,WWE1001
1/6/2018,06,00,00,01,1,00,01,2018,17537,1515196800,PROVIDER1022,SERVICEPROVIDER1020,Item Delivered,Delivery,5/30/2018,30,00,00,05,2,00,22,2018,17681,1527638400,ORD1150,0,PRO1150,Belgian Gueuze,1/6/2018,06,00,00,01,1,00,01,2018,17537,1515196800,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1020,Ordered,Delivery,5/31/2018,31,00,00,05,2,00,22,2018,17682,1527724800,ORD1151,0,PRO1151,Pale Lagers and Pilsners,2/6/2018,06,00,00,02,1,00,06,2018,17568,1517875200,WWE1001
3/6/2018,06,00,00,03,1,00,10,2018,17596,1520294400,PROVIDER1022,SERVICEPROVIDER1020,Order Received,Delivery,1/6/2018,06,00,00,01,1,00,01,2018,17537,1515196800,ORD1152,0,PRO1152,Dark Lagers,3/6/2018,06,00,00,03,1,00,10,2018,17596,1520294400,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1020,Order Picked,Delivery,2/6/2018,06,00,00,02,1,00,06,2018,17568,1517875200,ORD1153,0,PRO1153,German-Style Bocks,4/6/2018,06,00,00,04,2,00,14,2018,17627,1522972800,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1020,Order Packaged,Delivery,3/6/2018,06,00,00,03,1,00,10,2018,17596,1520294400,ORD1154,0,PRO1154,Spaghetti�,5/6/2018,06,00,00,05,2,00,18,2018,17657,1525564800,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1020,Order Shipped,Delivery,4/6/2018,06,00,00,04,2,00,14,2018,17627,1522972800,ORD1155,0,PRO1155,Tagliatelle,6/6/2018,06,00,00,06,2,00,23,2018,17688,1528243200,WWE1001
7/6/2018,06,00,00,07,3,00,27,2018,17718,1530835200,PROVIDER1021,SERVICEPROVIDER1020,Item Delivered,Delivery,5/6/2018,06,00,00,05,2,00,18,2018,17657,1525564800,ORD1156,0,PRO1156,Boccoli,7/6/2018,06,00,00,07,3,00,27,2018,17718,1530835200,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1020,Ordered,Delivery,6/6/2018,06,00,00,06,2,00,23,2018,17688,1528243200,ORD1157,0,PRO1157,Anelli,8/6/2018,06,00,00,08,3,00,32,2018,17749,1533513600,WWE1001
9/6/2018,06,00,00,09,3,00,36,2018,17780,1536192000,PROVIDER1022,SERVICEPROVIDER1020,Order Received,Delivery,7/6/2018,06,00,00,07,3,00,27,2018,17718,1530835200,ORD1158,0,PRO1158,Castellane,9/6/2018,06,00,00,09,3,00,36,2018,17780,1536192000,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1020,Order Picked,Delivery,8/6/2018,06,00,00,08,3,00,32,2018,17749,1533513600,ORD1159,0,PRO1159,Chifferi,10/6/2018,06,00,00,10,4,00,40,2018,17810,1538784000,WWE1001
"",,,,,,,,,0,0,PROVIDER1022,SERVICEPROVIDER1020,Order Packaged,Delivery,9/6/2018,06,00,00,09,3,00,36,2018,17780,1536192000,ORD1160,0,PRO1160,Farfalle,11/6/2018,06,00,00,11,4,00,45,2018,17841,1541462400,WWE1001
"",,,,,,,,,0,0,PROVIDER1021,RETAILER1001,Order Shipped,Delivery,10/6/2018,06,00,00,10,4,00,40,2018,17810,1538784000,ORD1161,0,PRO1001,Potatos,12/6/2018,06,00,00,12,4,00,49,2018,17871,1544054400,WMW1001
6/13/2018,13,00,00,06,2,00,24,2018,17695,1528848000,PROVIDER1021,RETAILER1001,Item Delivered,Delivery,11/6/2018,06,00,00,11,4,00,45,2018,17841,1541462400,ORD1162,0,PRO1002,Onions,6/13/2018,13,00,00,06,2,00,24,2018,17695,1528848000,WMW1001
"",,,,,,,,,0,0,PROVIDER1021,RETAILER1001,Ordered,Delivery,12/6/2018,06,00,00,12,4,00,49,2018,17871,1544054400,ORD1163,0,PRO1003,Tomatos,6/14/2018,14,00,00,06,2,00,24,2018,17696,1528934400,WMW1001
6/15/2018,15,00,00,06,2,00,24,2018,17697,1529020800,PROVIDER1021,RETAILER1001,Order Received,Delivery,6/13/2018,13,00,00,06,2,00,24,2018,17695,1528848000,ORD1164A,500,PRO1004,Beet Roots,6/15/2018,15,00,00,06,2,00,24,2018,17697,1529020800,WMW1001
6/23/2018,23,00,00,06,2,00,25,2018,17705,1529712000,PROVIDER1021,RETAILER1001,Item Delivered,Delivery,6/21/2018,21,00,00,06,2,00,25,2018,17703,1529539200,ORD1164B,200,PRO1004,Beet Roots,6/23/2018,23,00,00,06,2,00,25,2018,17705,1529712000,WMW1001
"",,,,,,,,,0,0,PROVIDER1021,RETAILER1001,Order Picked,Delivery,6/14/2018,14,00,00,06,2,00,24,2018,17696,1528934400,ORD1165,500,PRO1005,Carrots,6/16/2018,16,00,00,06,2,00,24,2018,17698,1529107200,WMW1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1001,Order Packaged,Delivery,6/15/2018,15,00,00,06,2,00,24,2018,17697,1529020800,ORD1166,500,PRO1006,Ferrero Rocher,6/17/2018,17,00,00,06,2,00,24,2018,17699,1529193600,WMW1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1001,Order Shipped,Delivery,6/16/2018,16,00,00,06,2,00,24,2018,17698,1529107200,ORD1167,500,PRO1007,Cadbury Dairy Milk,6/18/2018,18,00,00,06,2,00,25,2018,17700,1529280000,WMW1001
6/19/2018,19,00,00,06,2,00,25,2018,17701,1529366400,PROVIDER1022,RETAILER1001,Item Delivered,Delivery,6/17/2018,17,00,00,06,2,00,24,2018,17699,1529193600,ORD1168,500,PRO1008,Hershey's,6/19/2018,19,00,00,06,2,00,25,2018,17701,1529366400,WMW1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1001,Ordered,Delivery,6/18/2018,18,00,00,06,2,00,25,2018,17700,1529280000,ORD1169,500,PRO1009,Skim Milk,6/20/2018,20,00,00,06,2,00,25,2018,17702,1529452800,WMW1001
6/23/2018,23,00,00,06,2,00,25,2018,17705,1529712000,PROVIDER1022,RETAILER1001,Order Received,Delivery,6/19/2018,19,00,00,06,2,00,25,2018,17701,1529366400,ORD1170,500,PRO1010,Lowfat Milk,6/21/2018,21,00,00,06,2,00,25,2018,17703,1529539200,WMW1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1001,Order Picked,Delivery,6/20/2018,20,00,00,06,2,00,25,2018,17702,1529452800,ORD1171,500,PRO1011,Jellied eels,6/22/2018,22,00,00,06,2,00,25,2018,17704,1529625600,WMW1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1001,Order Packaged,Delivery,6/21/2018,21,00,00,06,2,00,25,2018,17703,1529539200,ORD1172,500,PRO1012,MonkFish,6/23/2018,23,00,00,06,2,00,25,2018,17705,1529712000,WMW1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1001,Order Shipped,Delivery,6/22/2018,22,00,00,06,2,00,25,2018,17704,1529625600,ORD1173,400,PRO1013,Basa,6/24/2018,24,00,00,06,2,00,25,2018,17706,1529798400,WMW1001
6/27/2018,27,00,00,06,2,00,26,2018,17709,1530057600,PROVIDER1022,RETAILER1001,Item Delivered,Delivery,6/23/2018,23,00,00,06,2,00,25,2018,17705,1529712000,ORD1174,300,PRO1014,Yoplait,6/25/2018,25,00,00,06,2,00,26,2018,17707,1529884800,WMW1001
"",,,,,,,,,0,0,PROVIDER1022,RETAILER1001,Ordered,Delivery,6/24/2018,24,00,00,06,2,00,25,2018,17706,1529798400,ORD1175,300,PRO1015,Chobani,6/26/2018,26,00,00,06,2,00,26,2018,17708,1529971200,WMW1001
6/29/2018,29,00,00,06,2,00,26,2018,17711,1530230400,PROVIDER1022,RETAILER1001,Order Received,Delivery,6/25/2018,25,00,00,06,2,00,26,2018,17707,1529884800,ORD1176,300,PRO1016,Dannon,6/27/2018,27,00,00,06,2,00,26,2018,17709,1530057600,WMW1001
"",,,,,,,,,0,0,PROVIDER1021,RETAILER1001,Order Picked,Delivery,6/26/2018,26,00,00,06,2,00,26,2018,17708,1529971200,ORD1177,300,PRO1017,Apple,6/28/2018,28,00,00,06,2,00,26,2018,17710,1530144000,WMW1001
"",,,,,,,,,0,0,PROVIDER1021,RETAILER1001,Order Packaged,Delivery,6/27/2018,27,00,00,06,2,00,26,2018,17709,1530057600,ORD1178,400,PRO1018,Banana,6/29/2018,29,00,00,06,2,00,26,2018,17711,1530230400,WMW1001
"",,,,,,,,,0,0,PROVIDER1021,RETAILER1001,Order Shipped,Delivery,6/28/2018,28,00,00,06,2,00,26,2018,17710,1530144000,ORD1179,300,PRO1019,Mango,6/30/2018,30,00,00,06,2,00,26,2018,17712,1530316800,WMW1001
